month,part_id,x,y,height_um,product_test_score
previous,P-0004,1,0,39.9887,94.33
previous,P-0004,2,0,40.5722,94.33
previous,P-0004,3,0,40.2566,94.33
previous,P-0004,4,0,40.6357,94.33
previous,P-0004,5,0,40.6211,94.33
previous,P-0004,6,0,40.9861,94.33
previous,P-0004,7,0,41.0219,94.33
previous,P-0004,8,0,41.2276,94.33
previous,P-0004,9,0,41.3481,94.33
previous,P-0004,0,1,39.6485,94.33
previous,P-0004,1,1,40.0041,94.33
previous,P-0004,2,1,39.8538,94.33
previous,P-0004,3,1,40.3844,94.33
previous,P-0004,4,1,40.4142,94.33
previous,P-0004,5,1,40.6234,94.33
previous,P-0004,6,1,40.8248,94.33
previous,P-0004,7,1,41.0001,94.33
previous,P-0004,8,1,40.7087,94.33
previous,P-0004,9,1,41.2057,94.33
previous,P-0004,0,2,39.8332,94.33
previous,P-0004,1,2,40.238,94.33
previous,P-0004,2,2,40.5864,94.33
previous,P-0004,3,2,40.6423,94.33
previous,P-0004,4,2,40.3132,94.33
previous,P-0004,5,2,40.7034,94.33
previous,P-0004,6,2,40.9636,94.33
previous,P-0004,7,2,41.037,94.33
previous,P-0004,8,2,41.0626,94.33
previous,P-0004,9,2,41.2723,94.33
previous,P-0004,0,3,39.8039,94.33
previous,P-0004,1,3,39.7931,94.33
previous,P-0004,2,3,40.1185,94.33
previous,P-0004,3,3,40.0125,94.33
previous,P-0004,4,3,40.8257,94.33
previous,P-0004,5,3,40.4934,94.33
previous,P-0004,6,3,40.8179,94.33
previous,P-0004,7,3,40.9155,94.33
previous,P-0004,8,3,41.049,94.33
previous,P-0004,9,3,41.2858,94.33
previous,P-0004,0,4,39.8861,94.33
previous,P-0004,1,4,39.8712,94.33
previous,P-0004,2,4,40.166,94.33
previous,P-0004,3,4,40.2698,94.33
previous,P-0004,4,4,40.1137,94.33
previous,P-0004,5,4,40.5098,94.33
previous,P-0004,6,4,40.6217,94.33
previous,P-0004,7,4,40.9256,94.33
previous,P-0004,8,4,41.0925,94.33
previous,P-0004,9,4,41.138,94.33
previous,P-0004,0,5,39.6912,94.33
previous,P-0004,1,5,39.8185,94.33
previous,P-0004,2,5,39.8534,94.33
previous,P-0004,3,5,40.3441,94.33
previous,P-0004,4,5,40.3887,94.33
previous,P-0004,5,5,40.7858,94.33
previous,P-0004,6,5,40.5659,94.33
previous,P-0004,7,5,40.6491,94.33
previous,P-0004,8,5,40.5248,94.33
previous,P-0004,9,5,41.47,94.33
previous,P-0004,0,6,39.6531,94.33
previous,P-0004,1,6,39.8686,94.33
previous,P-0004,2,6,40.2021,94.33
previous,P-0004,3,6,40.0843,94.33
previous,P-0004,4,6,40.0921,94.33
previous,P-0004,5,6,40.5413,94.33
previous,P-0004,6,6,40.4933,94.33
previous,P-0004,7,6,40.3608,94.33
previous,P-0004,8,6,41.1125,94.33
previous,P-0004,9,6,40.7908,94.33
previous,P-0004,0,7,39.3555,94.33
previous,P-0004,1,7,39.797,94.33
previous,P-0004,2,7,39.4605,94.33
previous,P-0004,3,7,40.0026,94.33
previous,P-0004,4,7,40.192,94.33
previous,P-0004,5,7,40.4976,94.33
previous,P-0004,6,7,40.5701,94.33
previous,P-0004,7,7,40.7457,94.33
previous,P-0004,8,7,40.9278,94.33
previous,P-0004,9,7,41.1789,94.33
previous,P-0004,0,8,39.3296,94.33
previous,P-0004,1,8,39.4018,94.33
previous,P-0004,2,8,39.5771,94.33
previous,P-0004,3,8,40.0224,94.33
previous,P-0004,4,8,40.0191,94.33
previous,P-0004,5,8,40.121,94.33
previous,P-0004,6,8,40.5787,94.33
previous,P-0004,7,8,40.6422,94.33
previous,P-0004,8,8,40.9734,94.33
previous,P-0004,9,8,40.8891,94.33
previous,P-0004,0,9,39.434,94.33
previous,P-0004,1,9,39.4308,94.33
previous,P-0004,2,9,39.2884,94.33
previous,P-0004,3,9,39.7368,94.33
previous,P-0004,4,9,39.8623,94.33
previous,P-0004,5,9,39.91,94.33
previous,P-0004,6,9,40.3408,94.33
previous,P-0004,7,9,40.629,94.33
previous,P-0004,8,9,40.5308,94.33
previous,P-0004,9,9,40.8344,94.33
previous,P-0005,0,0,40.1765,97.882
previous,P-0005,1,0,40.4793,97.882
previous,P-0005,2,0,40.171,97.882
previous,P-0005,3,0,40.342,97.882
previous,P-0005,4,0,40.6935,97.882
previous,P-0005,5,0,40.5432,97.882
previous,P-0005,6,0,40.8122,97.882
previous,P-0005,7,0,40.7517,97.882
previous,P-0005,8,0,41.0378,97.882
previous,P-0005,9,0,41.2021,97.882
previous,P-0005,0,1,40.2143,97.882
previous,P-0005,1,1,39.9415,97.882
previous,P-0005,2,1,40.27,97.882
previous,P-0005,3,1,40.2629,97.882
previous,P-0005,4,1,40.1033,97.882
previous,P-0005,5,1,40.3997,97.882
previous,P-0005,6,1,40.4947,97.882
previous,P-0005,7,1,40.8272,97.882
previous,P-0005,8,1,40.7169,97.882
previous,P-0005,9,1,41.0187,97.882
previous,P-0005,0,2,39.8931,97.882
previous,P-0005,1,2,40.1069,97.882
previous,P-0005,2,2,40.0072,97.882
previous,P-0005,3,2,39.9332,97.882
previous,P-0005,4,2,40.4764,97.882
previous,P-0005,5,2,40.3223,97.882
previous,P-0005,6,2,40.7383,97.882
previous,P-0005,7,2,40.6578,97.882
previous,P-0005,8,2,40.7981,97.882
previous,P-0005,9,2,41.023,97.882
previous,P-0005,0,3,39.9213,97.882
previous,P-0005,1,3,39.8913,97.882
previous,P-0005,2,3,39.9296,97.882
previous,P-0005,3,3,40.1062,97.882
previous,P-0005,4,3,39.8994,97.882
previous,P-0005,5,3,40.5147,97.882
previous,P-0005,6,3,40.3005,97.882
previous,P-0005,7,3,40.4836,97.882
previous,P-0005,8,3,40.6287,97.882
previous,P-0005,9,3,40.8955,97.882
previous,P-0005,0,4,39.7002,97.882
previous,P-0005,1,4,39.943,97.882
previous,P-0005,2,4,40.0188,97.882
previous,P-0005,3,4,39.8857,97.882
previous,P-0005,4,4,39.9967,97.882
previous,P-0005,5,4,40.2075,97.882
previous,P-0005,6,4,40.5022,97.882
previous,P-0005,7,4,40.5907,97.882
previous,P-0005,8,4,40.7327,97.882
previous,P-0005,9,4,40.6999,97.882
previous,P-0005,0,5,39.8261,97.882
previous,P-0005,1,5,39.8075,97.882
previous,P-0005,2,5,39.7414,97.882
previous,P-0005,3,5,39.9069,97.882
previous,P-0005,4,5,40.2107,97.882
previous,P-0005,5,5,40.4487,97.882
previous,P-0005,6,5,39.9839,97.882
previous,P-0005,7,5,40.4638,97.882
previous,P-0005,8,5,40.2514,97.882
previous,P-0005,9,5,40.5334,97.882
previous,P-0005,0,6,39.6551,97.882
previous,P-0005,1,6,39.6911,97.882
previous,P-0005,2,6,39.6269,97.882
previous,P-0005,3,6,39.8007,97.882
previous,P-0005,4,6,40.1571,97.882
previous,P-0005,5,6,40.1176,97.882
previous,P-0005,6,6,40.2203,97.882
previous,P-0005,7,6,40.5248,97.882
previous,P-0005,8,6,40.6054,97.882
previous,P-0005,9,6,40.5243,97.882
previous,P-0005,0,7,39.61,97.882
previous,P-0005,1,7,39.5534,97.882
previous,P-0005,2,7,39.7193,97.882
previous,P-0005,3,7,39.4994,97.882
previous,P-0005,4,7,39.8163,97.882
previous,P-0005,5,7,40.0602,97.882
previous,P-0005,6,7,39.9476,97.882
previous,P-0005,7,7,40.211,97.882
previous,P-0005,8,7,40.105,97.882
previous,P-0005,9,7,40.6489,97.882
previous,P-0005,0,8,39.6831,97.882
previous,P-0005,1,8,39.3503,97.882
previous,P-0005,2,8,39.3498,97.882
previous,P-0005,3,8,39.8384,97.882
previous,P-0005,4,8,39.8956,97.882
previous,P-0005,5,8,40.0454,97.882
previous,P-0005,6,8,40.2081,97.882
previous,P-0005,7,8,40.2277,97.882
previous,P-0005,8,8,40.5729,97.882
previous,P-0005,9,8,40.7212,97.882
previous,P-0005,0,9,39.7126,97.882
previous,P-0005,1,9,39.8388,97.882
previous,P-0005,2,9,39.4419,97.882
previous,P-0005,3,9,39.8697,97.882
previous,P-0005,4,9,39.8213,97.882
previous,P-0005,5,9,39.557,97.882
previous,P-0005,6,9,40.1113,97.882
previous,P-0005,7,9,40.0101,97.882
previous,P-0005,8,9,40.2629,97.882
previous,P-0005,9,9,40.1856,97.882
previous,P-0006,0,0,40.3266,97.964
previous,P-0006,1,0,40.6295,97.964
previous,P-0006,2,0,40.5095,97.964
previous,P-0006,3,0,40.6044,97.964
previous,P-0006,4,0,40.2891,97.964
previous,P-0006,5,0,40.6238,97.964
previous,P-0006,6,0,40.9879,97.964
previous,P-0006,7,0,40.5745,97.964
previous,P-0006,8,0,40.8974,97.964
previous,P-0006,9,0,41.0165,97.964
previous,P-0006,0,1,40.1896,97.964
previous,P-0006,1,1,40.3067,97.964
previous,P-0006,2,1,40.2371,97.964
previous,P-0006,3,1,40.6345,97.964
previous,P-0006,4,1,39.9161,97.964
previous,P-0006,5,1,39.9407,97.964
previous,P-0006,6,1,40.4771,97.964
previous,P-0006,7,1,40.8633,97.964
previous,P-0006,8,1,40.7306,97.964
previous,P-0006,9,1,40.8218,97.964
previous,P-0006,0,2,39.6751,97.964
previous,P-0006,1,2,39.9914,97.964
previous,P-0006,2,2,39.9942,97.964
previous,P-0006,3,2,40.1158,97.964
previous,P-0006,4,2,40.1913,97.964
previous,P-0006,5,2,40.4254,97.964
previous,P-0006,6,2,40.3204,97.964
previous,P-0006,7,2,40.3569,97.964
previous,P-0006,8,2,40.6388,97.964
previous,P-0006,9,2,40.771,97.964
previous,P-0006,0,3,39.6868,97.964
previous,P-0006,1,3,40.0043,97.964
previous,P-0006,2,3,39.7525,97.964
previous,P-0006,3,3,40.1543,97.964
previous,P-0006,4,3,40.0126,97.964
previous,P-0006,5,3,39.9867,97.964
previous,P-0006,6,3,40.7883,97.964
previous,P-0006,7,3,40.4199,97.964
previous,P-0006,8,3,40.7163,97.964
previous,P-0006,9,3,40.6517,97.964
previous,P-0006,0,4,40.048,97.964
previous,P-0006,1,4,39.9738,97.964
previous,P-0006,2,4,39.8346,97.964
previous,P-0006,3,4,40.116,97.964
previous,P-0006,4,4,40.2255,97.964
previous,P-0006,5,4,40.0207,97.964
previous,P-0006,6,4,40.1908,97.964
previous,P-0006,7,4,40.6812,97.964
previous,P-0006,8,4,40.4656,97.964
previous,P-0006,9,4,40.7695,97.964
previous,P-0006,0,5,39.8786,97.964
previous,P-0006,1,5,39.9556,97.964
previous,P-0006,2,5,39.9818,97.964
previous,P-0006,3,5,39.3683,97.964
previous,P-0006,4,5,39.8343,97.964
previous,P-0006,5,5,39.9593,97.964
previous,P-0006,6,5,40.1641,97.964
previous,P-0006,7,5,40.0646,97.964
previous,P-0006,8,5,40.3287,97.964
previous,P-0006,9,5,40.2608,97.964
previous,P-0006,0,6,39.2977,97.964
previous,P-0006,1,6,40.174,97.964
previous,P-0006,2,6,39.6564,97.964
previous,P-0006,3,6,40.02,97.964
previous,P-0006,4,6,40.0227,97.964
previous,P-0006,5,6,39.8703,97.964
previous,P-0006,6,6,40.3175,97.964
previous,P-0006,7,6,39.9938,97.964
